CD_SETOR,CEP
355030808000049,03177-050
355030808000049,03177-060
355030808000049,03178-200
355030808000050,03174-080
355030808000050,03174-105
355030808000050,03176-000
355030808000053,03014-010
355030808000053,03019-010
355030808000054,03019-000
355030808000054,03023-010
355030808000054,03025-030
355030808000055,03022-001
355030808000055,03022-005
355030808000055,03022-010
355030808000055,03024-000
355030808000055,03024-003
355030808000057,03179-050
355030808000057,03715-001
355030808000058,03017-000
355030808000058,03025-050
355030808000059,03018-000
355030808000059,03025-001
355030808000059,03025-040
355030808000059,03026-030
355030808000060,03025-020
355030808000066,00306-001
355030808000066,03060-010
355030808000066,03060-020
355030808000066,03060-027
355030808000067,03174-060
355030808000067,03174-090
355030808000067,03174-130
355030808000067,03175-015
355030808000072,03174-000
355030808000075,03059-030
355030809000001,01123-040
355030809000007,01123-010
355030809000008,01128-020
355030809000010,01124-030
355030809000012,01101-010
355030809000012,01120-010
355030809000012,01124-000
355030809000015,01125-000
355030809000015,01126-001
355030809000017,01126-020
355030809000019,01101-020
355030809000019,01102-000
355030809000019,01102-010
355030809000019,01102-030
355030809000019,01109-040
355030809000019,01109-050
355030809000019,01109-060
355030809000019,01109-070
355030809000019,01142-100
355030809000020,01107-010
355030809000020,01109-010
355030809000020,01109-020
355030809000020,01109-030
355030809000020,01109-080
355030809000027,01105-010
355030809000027,01105-020
355030809000027,01105-030
355030809000029,01125-020
355030809000029,01127-020
355030809000029,01127-030
355030809000030,01125-010
355030809000031,01127-000
355030809000031,01127-050
355030809000031,01128-010
355030809000031,01128-030
355030809000031,01128-040
355030809000031,01128-050
355030809000031,01128-060
355030809000032,01103-040
355030809000032,01103-050
355030809000032,01103-080
355030809000032,01103-090
355030809000032,01103-100
355030809000032,01103-200
355030809000033,01024-100
355030809000033,01103-000
355030809000033,01103-030
355030809000033,01103-060
355030809000033,01103-070
355030809000033,01103-201
355030809000033,01104-000
355030809000042,01134-070
355030809000047,01124-020
355030810000002,03050-020
355030810000002,03050-025
355030810000003,03002-010
355030810000008,03002-020
355030810000013,03004-010
355030810000013,03041-020
355030810000013,03041-040
355030810000016,01104-010
355030810000016,03007-010
355030810000016,03009-100
355030810000023,03041-070
355030810000024,03001-000
355030810000024,03001-010
355030810000024,03003-050
355030810000024,03041-050
355030810000027,03013-040
355030810000027,03016-020
355030810000027,03025-010
355030810000028,03016-030
355030810000028,03017-005
355030810000028,03017-010
355030810000030,03101-010
355030810000030,03103-060
355030810000031,03101-020
355030810000031,03102-001
355030810000033,03101-050
355030810000033,03101-060
355030810000033,03102-000
355030810000033,03102-030
355030810000033,03102-050
355030810000040,03004-001
355030810000040,03005-030
355030810000040,03005-040
355030810000043,03046-010
355030810000047,03008-100
355030810000047,03009-020
355030810000047,03009-030
355030810000052,03041-030
355030811000001,02849-010
355030811000001,02849-020
355030811000002,02849-030
355030811000002,02849-040
355030811000002,02849-170
355030811000005,02850-110
355030811000005,02866-000
355030811000005,02867-097
355030811000009,02844-140
355030811000011,02848-010
355030811000011,02848-060
355030811000011,02848-080
355030811000012,02848-050
355030811000012,02848-070
355030811000012,02849-080
355030811000012,02849-090
355030811000012,02849-100
355030811000012,02849-140
355030811000012,02849-150
355030811000014,02850-090
355030811000014,02866-270
355030811000016,02850-075
355030811000016,02850-100
355030811000017,02850-000
355030811000017,02850-005
355030811000018,02850-007
355030811000018,02850-040
355030811000018,02866-010
355030811000019,02866-020
355030811000021,02847-070
355030811000021,02849-085
355030811000024,02843-110
355030811000024,02849-120
355030811000027,02851-010
355030811000031,02850-010
355030811000031,02850-020
355030811000031,02850-140
355030811000031,02850-160
355030811000031,02860-000
355030811000032,02850-030
355030811000033,02866-190
355030811000033,02866-200
355030811000033,02866-210
355030811000034,02866-040
355030811000034,02866-080
355030811000034,02866-100
355030811000034,02866-110
355030811000036,02864-040
355030811000036,02864-050
355030811000036,02864-100
355030811000036,02864-110
355030811000037,02844-060
355030811000044,02847-086
355030811000044,02848-090
355030811000045,02845-030
355030811000045,02845-140
355030811000045,02845-160
355030811000046,02845-000
355030811000046,02845-010
355030811000046,02847-085
355030811000049,02846-240
355030811000051,02851-070
355030811000052,02851-040
355030811000054,02873-630
355030811000054,02875-010
355030811000056,02873-620
355030811000056,02873-640
355030811000056,02875-050
355030811000057,02875-000
355030811000057,02875-020
355030811000057,02875-030
355030811000057,02875-040
355030811000060,02831-430
355030811000060,02881-020
355030811000061,02860-020
355030811000061,02880-080
355030811000061,02881-050
355030811000063,02862-000
355030811000063,02864-060
355030811000063,02864-095
355030811000063,02865-010
355030811000064,02862-010
355030811000064,02862-110
355030811000064,02862-120
355030811000065,02839-010
355030811000065,02839-120
355030811000065,02842-290
355030811000065,02864-000
355030811000067,02841-120
355030811000067,02841-170
355030811000069,02842-250
355030811000069,02842-260
355030811000069,02844-000
355030811000069,02844-040
355030811000070,02842-150
355030811000070,02842-200
355030811000072,02842-000
355030811000072,02842-040
355030811000072,02842-050
355030811000072,02842-060
355030811000072,02842-070
355030811000073,02842-020
355030811000073,02842-210
355030811000073,02842-270
355030811000073,02844-010
355030811000073,02844-030
355030811000076,02837-020
355030811000076,02845-060
355030811000077,02845-100
355030811000077,02845-110
355030811000077,02865-489
355030811000078,02846-040
355030811000078,02846-100
355030811000082,00002-846
355030811000082,02846-270
355030811000082,02854-010
355030811000083,02854-040
355030811000084,02851-080
355030811000084,02860-010
355030811000086,02853-060
355030811000097,02874-020
355030811000097,02874-030
355030811000097,02874-040
355030811000097,02874-041
355030811000097,02874-080
355030811000097,02874-100
355030811000097,02874-160
355030811000098,02874-150
355030811000099,02874-000
355030811000099,02874-060
355030811000099,02874-110
355030811000099,02874-440
355030811000100,02870-000
355030811000100,02870-010
355030811000100,02870-040
355030811000100,02870-060
355030811000100,02870-110
355030811000100,02870-120
355030811000101,02874-140
355030811000102,02870-020
355030811000102,02870-030
355030811000102,02870-050
355030811000102,02871-020
355030811000102,02871-050
355030811000103,02871-060
355030811000103,02871-080
355030811000103,02871-090
355030811000104,02870-080
355030811000104,02871-000
355030811000104,02871-100
355030811000104,02871-150
355030811000105,02871-110
355030811000105,02871-120
355030811000105,02871-130
355030811000105,02871-170
355030811000106,02880-000
355030811000106,02880-020
355030811000106,02880-030
355030811000106,02880-040
355030811000106,02880-050
355030811000108,02861-190
355030811000110,02860-080
355030811000110,02860-130
355030811000110,02861-010
355030811000110,02861-020
355030811000110,02861-160
355030811000114,02863-020
355030811000114,02863-150
355030811000114,02864-020
355030811000114,02865-020
355030811000114,02865-030
355030811000117,02865-050
355030811000117,02865-080
355030811000119,02862-030
355030811000119,02862-040
355030811000119,02863-110
355030811000119,02865-140
355030811000120,02862-085
355030811000120,02862-100
355030811000121,02839-060
355030811000121,02839-100
355030811000121,02862-050
355030811000122,02839-030
355030811000122,02841-140
355030811000123,02841-150
355030811000124,02842-010
355030811000124,02842-080
355030811000124,02842-090
355030811000125,02833-000
355030811000125,02833-010
355030811000125,02833-020
355030811000125,02833-030
355030811000125,02833-040
355030811000125,02833-080
355030811000125,02834-140
355030811000127,02834-030
355030811000127,02835-050
355030811000127,02835-090
355030811000127,02835-100
355030811000128,02835-030
355030811000128,02835-040
355030811000129,02836-080
355030811000129,02837-040
355030811000129,02846-260
355030811000129,02846-269
355030811000130,02837-200
355030811000130,02837-230
355030811000130,02846-130
355030811000130,02846-230
355030811000132,02837-090
355030811000132,02837-110
355030811000133,02837-100
355030811000133,02837-130
355030811000133,02837-150
355030811000133,02837-160
355030811000138,02856-010
355030811000138,02856-020
355030811000138,02856-030
355030811000138,02856-040
355030811000138,02856-060
355030811000139,02856-070
355030811000139,02856-080
355030811000141,02873-230
355030811000141,02873-270
355030811000141,02873-280
355030811000142,02873-290
355030811000142,02873-300
355030811000142,02873-310
355030811000142,02873-320
355030811000142,02873-340
355030811000142,02873-350
355030811000148,02870-130
355030811000148,02870-140
355030811000148,02870-150
355030811000150,02871-030
355030811000150,02871-200
355030811000151,02871-070
355030811000151,02871-160
355030811000151,02871-180
355030811000151,02871-190
355030811000151,02872-000
355030811000151,02872-020
355030811000151,02882-160
355030811000152,02860-100
355030811000152,02861-050
355030811000152,02861-080
355030811000152,02861-100
355030811000152,02861-130
355030811000152,02861-140
355030811000153,02861-090
355030811000153,02861-170
355030811000154,02739-040
355030811000154,02839-000
355030811000154,02839-050
355030811000155,02839-020
355030811000155,02839-110
355030811000155,02841-030
355030811000156,02834-100
355030811000156,02834-120
355030811000156,02834-150
355030811000156,02834-170
355030811000157,02835-000
355030811000157,02835-060
355030811000157,02835-070
355030811000157,02835-080
355030811000157,02836-050
355030811000159,02835-010
355030811000159,02835-020
355030811000159,02836-040
355030811000160,02836-090
355030811000160,02836-100
355030811000161,02837-000
355030811000165,02846-210
355030811000165,02855-080
355030811000166,02855-060
355030811000166,02860-060
355030811000167,02855-030
355030811000167,02855-040
355030811000168,02878-010
355030811000169,02878-030
355030811000171,02878-020
355030811000171,02878-040
355030811000171,02878-050
355030811000186,00002-855
355030811000187,02855-120
355030811000190,02855-250
355030811000191,02879-000
355030811000203,02812-170
355030811000205,00285-900
355030811000207,02675-070
355030811000207,02877-130
355030811000208,02855-150
355030811000208,02855-180
355030811000208,02855-280
355030811000212,02846-220
355030811000213,02853-010
355030811000213,02853-020
355030811000213,02853-030
355030811000213,02854-000
355030811000213,02854-020
355030811000229,02844-170
355030811000229,02844-180
355030811000229,02864-090
355030811000230,02850-060
355030811000230,02850-070
355030811000230,02850-120
355030811000231,02866-230
355030811000232,02847-040
355030811000232,02847-060
355030811000233,02849-130
355030811000233,02851-050
355030811000233,02851-060
355030811000235,02851-130
355030811000236,02866-120
355030811000236,02866-130
355030811000236,02866-140
355030811000236,02866-165
355030811000236,02866-170
355030811000237,02844-079
355030811000237,02844-090
355030811000237,02844-100
355030811000237,02844-110
355030811000238,02846-020
355030811000238,02846-050
355030811000238,02846-060
355030811000238,02847-000
355030811000239,02851-100
355030811000240,02851-090
355030811000241,02846-160
355030811000244,02860-070
355030811000244,02861-060
355030811000244,02861-110
355030811000244,02861-120
355030811000245,02841-100
355030811000245,02842-120
355030811000246,02831-030
355030811000246,02834-080
355030811000247,02873-380
355030811000247,02873-390
